WERD,LENGTHofWERD,INITIAL,FREQEST,GROUP,INVENTORY,CONTAINS,MASQ
UPPROPPED,9,U,0,1,6,DEOPRU,4915248
URANOMETRIES,12,U,0,1,10,AEIMNORSTU,7954978
UROSTEGE,8,U,0,1,7,EGORSTU,7930016
VAPORIMETERS,12,V,0,1,10,AEIMOPRSTV,12263970
VARECS,6,V,0,1,6,ACERSV,9961514
VARICELLOUS,11,V,0,1,10,ACEILORSUV,14225962
VENTIGE,7,V,0,1,6,EGINTV,10502816
VERMINATING,11,V,0,1,9,AEGIMNRTV,11035298
VERTICILLATION,14,V,0,1,10,ACEILNORTV,11096618
VIBRACULARIUM,13,V,0,1,9,ABCILMRUV,13120014
VIBRACULOID,11,V,0,1,10,ABCDILORUV,13177374
VISCACHERA,10,V,0,1,8,ACEHIRSV,9962282
VISCEROPTOSES,13,V,0,1,9,CEIOPRSTV,12255784
VOCIFERANTS,11,V,0,1,11,ACEFINORSTV,12141162
VOMITURITIONS,13,V,0,1,9,IMNORSTUV,16343552
WAIFTS,6,W,0,1,6,AFISTW,19923522
WHANGAM,7,W,0,1,6,AGHMNW,16802178
WHANGAMS,8,W,0,1,7,AGHMNSW,17850754
WHEFTS,6,W,0,1,6,EFHSTW,19923296
WHEYISHNESS,11,W,0,1,7,EHINSWY,84951840
WIDOWERHOODS,12,W,0,1,8,DEHIORSW,18416432
WROATHS,7,W,0,1,7,AHORSTW,20513026
XIPHIPLASTRALS,14,X,0,1,9,AHILPRSTX,37360386
XYLOMAS,7,X,0,4,7,ALMOSXY,101789698
XYLOMATA,8,X,0,1,7,ALMOTXY,102838274
YOKERING,8,Y,0,2,8,EGIKNORY,67717792
ZOOGLOEIC,9,Z,0,1,7,CEGILOZ,134288040
BUGGINESSES,11,B,-2147221499,7,7,BEGINSU,5259940
BUGSEEDS,8,B,-2147221499,7,6,BDEGSU,5243060
BUGSHA,6,B,-2147221499,7,6,ABGHSU,5243270
BUGWORTS,8,B,-2147221499,7,8,BGORSTUW,24707204
BUHLWORKS,9,B,-2147221499,7,9,BHKLORSUW,22616324
BUIRDLIER,9,B,-2147221499,7,7,BDEILRU,4723252
BUIRDLIEST,10,B,-2147221499,7,9,BDEILRSTU,7868980
BUKKAKES,8,B,-2147221499,7,6,ABEKSU,5244966
BULBOUSNESSES,13,B,-2147221499,7,7,BELNOSU,5328932
BULGHURS,8,B,-2147221499,7,7,BGHLRSU,5771652
BULGINES,8,B,-2147221499,7,8,BEGILNSU,5264036
BULGINESSES,11,B,-2147221499,7,8,BEGILNSU,5264036
BULIMIACS,9,B,-2147221499,7,8,ABCILMSU,5255694
BULIMUSES,9,B,-2147221499,7,7,BEILMSU,5255716
BULKAGES,8,B,-2147221499,7,8,ABEGKLSU,5249190
BULLDOGGINGS,12,B,-2147221499,7,9,BDGILNOSU,5329556
BULLDUSTS,9,B,-2147221499,7,6,BDLSTU,7344148
BULLETRIE,9,B,-2147221499,7,7,BEILRTU,6820388
BULLETRIES,10,B,-2147221499,7,8,BEILRSTU,7868964
BULLISHNESSES,13,B,-2147221499,7,8,BEHILNSU,5264164
BULLOCKIER,10,B,-2147221499,7,9,BCEIKLORU,4790828
BULLOCKIEST,11,B,-2147221499,7,10,BCEIKLOSTU,7412268
BULLSHITTINGS,13,B,-2147221499,6,9,BGHILNSTU,7361412
BULLWADDIE,10,B,-2147221499,6,8,ABDEILUW,20976182
BULLWADDIES,11,B,-2147221499,6,9,ABDEILSUW,22024758
BULLWEEDS,9,B,-2147221499,6,7,BDELSUW,22024244
BULLWHACKS,10,B,-2147221499,6,9,ABCHKLSUW,22026510
BULLYISMS,9,B,-2147221499,6,7,BILMSUY,72364548
BULNBULNS,9,B,-2147221499,6,5,BLNSU,5263364
BULRUSHIER,10,B,-2147221499,6,8,BEHILRSU,5772068
BULRUSHIEST,11,B,-2147221499,6,9,BEHILRSTU,7869220
BULWADDEE,9,B,-2147221499,6,7,ABDELUW,20975670
BULWADDEES,10,B,-2147221499,6,8,ABDELSUW,22024246
BULWADDIES,10,B,-2147221499,6,9,ABDEILSUW,22024758
BUMALOTI,8,B,-2147221499,6,8,ABILMOTU,6369798
BUMALOTIS,9,B,-2147221499,6,9,ABILMOSTU,7418374
BUMBAZES,8,B,-2147221499,6,7,ABEMSUZ,139468838
BUMBAZING,9,B,-2147221499,6,8,ABGIMNUZ,138437254
BUMFLUFFS,9,B,-2147221499,6,6,BFLMSU,5255236
BUMFUCKS,8,B,-2147221499,6,7,BCFKMSU,5253196
BUMFUZZLES,10,B,-2147221499,6,8,BEFLMSUZ,139472996
BUMFUZZLING,11,B,-2147221499,6,9,BFGILMNUZ,138441412
BUMMALOS,8,B,-2147221499,6,7,ABLMOSU,5320710
BUMMALOTIS,10,B,-2147221499,6,9,ABILMOSTU,7418374
BUMMLED,7,B,-2147221499,6,6,BDELMU,4206644
BUMMLES,7,B,-2147221499,6,6,BELMSU,5255204
BUMMLING,8,B,-2147221499,6,7,BGILMNU,4223620
BUMPHS,6,B,-2147221499,6,6,BHMPSU,5382404
BUMPINESSES,11,B,-2147221499,6,8,BEIMNPSU,5399076
BUMPKINLIER,11,B,-2147221499,6,10,BEIKLMNPRU,4880932
BUMPKINLIEST,12,B,-2147221499,6,11,BEIKLMNPSTU,7502372
BUMPOLOGIES,11,B,-2147221499,6,10,BEGILMOPSU,5452452
BUMPTIOUSNESSES,15,B,-2147221499,6,10,BEIMNOPSTU,7561764
BUMSUCKINGS,11,B,-2147221499,6,9,BCGIKMNSU,5270156
BUMWADS,7,B,-2147221499,6,7,ABDMSUW,22028310
BUNBURIED,9,B,-2147221499,6,7,BDEINRU,4735540
BUNCHINESSES,12,B,-2147221499,6,8,BCEHINSU,5260076
BUNDWALLS,9,B,-2147221499,6,8,ABDLNSUW,22040598
BUNGWALLS,9,B,-2147221499,6,8,ABGLNSUW,22040710
BUNJEES,7,B,-2147221499,6,6,BEJNSU,5260324
BUNRAKUS,8,B,-2147221499,6,7,ABKNRSU,5785606
BUNTIEST,8,B,-2147221499,6,7,BEINSTU,7356964
BUOYANTNESSES,13,B,-2147221499,6,9,ABENOSTUY,74530854
BUPIVACAINES,12,B,-2147221499,6,10,ABCEINPSUV,13779502
BUPLEVERS,9,B,-2147221499,6,8,BELPRSUV,14290980
BUPRENORPHINES,14,B,-2147221499,6,10,BEHINOPRSU,5980964
BUPROPIONS,10,B,-2147221499,6,8,BINOPRSU,5980676
BURBLIER,8,B,-2147221499,6,6,BEILRU,4723236
BURBLIEST,9,B,-2147221499,6,8,BEILRSTU,7868964
BURDASHES,9,B,-2147221499,6,8,ABDEHRSU,5767478
BUREAUCRATESES,14,B,-2147221499,6,8,ABCERSTU,7864366
BURGHULS,8,B,-2147221499,6,7,BGHLRSU,5771652
BURGOUTS,8,B,-2147221499,6,7,BGORSTU,7929988
BURLINESSES,11,B,-2147221499,6,8,BEILNRSU,5788196
BURNETTISE,10,B,-2147221499,6,8,BEINRSTU,7881252
BURNETTISES,11,B,-2147221499,6,8,BEINRSTU,7881252
BURNETTIZES,11,B,-2147221499,6,9,BEINRSTUZ,142098980
BURQUINI,8,B,-2147221499,6,6,BINQRU,4997636
BURQUINIS,9,B,-2147221499,6,7,BINQRSU,6046212
BURRAMUNDIS,11,B,-2147221499,6,9,ABDIMNRSU,5792278
BURRAMYSES,10,B,-2147221499,6,8,ABEMRSUY,72884262
BURRATAS,8,B,-2147221499,6,6,ABRSTU,7864326
BURRHELS,8,B,-2147221499,6,7,BEHLRSU,5771556
BURROWSTOWNS,12,B,-2147221499,6,8,BNORSTUW,24723460
BURSEEDS,8,B,-2147221499,6,6,BDERSU,5767220
BURSICONS,9,B,-2147221499,6,8,BCINORSU,5849612
BURSICULATE,11,B,-2147221499,6,10,ABCEILRSTU,7868974
BURSTIEST,9,B,-2147221499,6,7,BEIRSTU,7864868
BUSERAS,7,B,-2147221499,6,6,ABERSU,5767206
BUSHBASHINGS,12,B,-2147221499,6,8,ABGHINSU,5260166
BUSHELLINGS,11,B,-2147221499,6,9,BEGHILNSU,5264292
BUSHELWOMAN,11,B,-2147221499,6,11,ABEHLMNOSUW,22114598
BUSHFIGHTINGS,13,B,-2147221499,6,9,BFGHINSTU,7357380
BUSHGOAT,8,B,-2147221499,6,8,ABGHOSTU,7405958
BUSHGOATS,9,B,-2147221499,6,8,ABGHOSTU,7405958
BUSHIDOS,8,B,-2147221499,6,7,BDHIOSU,5309204
BUSHINESSES,11,B,-2147221499,6,7,BEHINSU,5260068
BUSHMANSHIPS,12,B,-2147221499,6,9,ABHIMNPSU,5399302
BUSHRANGINGS,12,B,-2147221499,6,9,ABGHINRSU,5784454
BUSHWAHS,8,B,-2147221499,6,6,ABHSUW,22020358
BUSHWALKINGS,12,B,-2147221499,6,11,ABGHIKLNSUW,22043526
BUSINESSIER,11,B,-2147221499,6,7,BEINRSU,5784100
BUSINESSIEST,12,B,-2147221499,6,7,BEINSTU,7356964
BUSTICATES,10,B,-2147221499,6,8,ABCEISTU,7340590
BUSTICATING,11,B,-2147221499,6,9,ABCGINSTU,7357070
BUSTINESSES,11,B,-2147221499,6,7,BEINSTU,7356964
BUSULFANS,9,B,-2147221499,6,7,ABFLNSU,5263430
BUSUUTIS,8,B,-2147221499,6,5,BISTU,7340548
BUSYBODYINGS,12,B,-2147221499,6,9,BDGINOSUY,72434324
BUSYWORKS,9,B,-2147221499,6,8,BKORSUWY,89720836
BUTCHERLIER,11,B,-2147221499,6,9,BCEHILRTU,6820652
BUTCHERLIEST,12,B,-2147221499,6,10,BCEHILRSTU,7869228
BUTCHNESSES,11,B,-2147221499,6,8,BCEHNSTU,7356716
BUTLERAGES,10,B,-2147221499,6,9,ABEGLRSTU,7868582
BUTLERSHIPS,11,B,-2147221499,6,10,BEHILPRSTU,8000292
BUTOHS,6,B,-2147221499,6,6,BHOSTU,7405828
BUTTERDOCKS,11,B,-2147221499,6,10,BCDEKORSTU,7931964
BUTTERINESSES,13,B,-2147221499,6,8,BEINRSTU,7881252
BUTTONHOLDS,11,B,-2147221499,6,9,BDHLNOSTU,7426324
BUTYRYLS,8,B,-2147221499,6,7,BLRSTUY,74977284
BUXOMNESSES,11,B,-2147221499,6,8,BEMNOSUX,38887460
BUZKASHIS,9,B,-2147221499,6,8,ABHIKSUZ,139463430
BUZUKIA,7,B,-2147221499,6,6,ABIKUZ,138414598
BUZUKIS,7,B,-2147221499,6,6,BIKSUZ,139463172
BUZZKILLERS,11,B,-2147221499,6,9,BEIKLRSUZ,139991588
BUZZWIGS,8,B,-2147221499,6,7,BGISUWZ,156238468
BWAZIS,6,B,-2147221499,6,6,ABISWZ,152044038
BYCOKETS,8,B,-2147221499,6,8,BCEKOSTY,70322220
BYKED,5,B,-2147221499,6,5,BDEKY,67110964
BYRLED,6,B,-2147221499,6,6,BDELRY,67637300
BYRLS,5,B,-2147221499,6,5,BLRSY,68685828
BYTALKS,7,B,-2147221499,6,7,ABKLSTY,70260742
CABBAGETOWNS,12,C,-2147221499,6,10,ABCEGNOSTW,20005038
CABBAGIER,9,C,-2147221499,6,7,ABCEGIR,524974
CABBAGIEST,10,C,-2147221499,6,8,ABCEGIST,3146414
CABBALAHS,9,C,-2147221499,6,6,ABCHLS,1052942
CABINETMAKINGS,14,C,-2147221499,6,11,ABCEGIKMNST,3173038
CABOBBING,9,C,-2147221499,6,7,ABCGINO,82574
CABOCS,6,C,-2147221499,6,5,ABCOS,1114126
CABOTAGES,9,C,-2147221499,6,8,ABCEGOST,3211438
CACAFOGOS,9,C,-2147221499,6,6,ACFGOS,1114314
CACHAEMIAS,10,C,-2147221499,6,7,ACEHIMS,1057578
CACHOLOTS,9,C,-2147221499,6,7,ACHLOST,3215626
CACIQUISMS,10,C,-2147221499,6,7,ACIMQSU,5513738
CACKERMANDER,12,C,-2147221499,6,8,ACDEKMNR,550970
CACKERMANDERS,13,C,-2147221499,6,9,ACDEKMNRS,1599546
CACKIER,7,C,-2147221499,6,6,ACEIKR,526890
CACKIEST,8,C,-2147221499,6,7,ACEIKST,3148330
CACODOXIES,10,C,-2147221499,6,8,ACDEIOSX,34669114
CACOEPIES,9,C,-2147221499,6,7,ACEIOPS,1245738
CACOMIXLES,10,C,-2147221499,6,9,ACEILMOSX,34681386
CACOMIXLS,9,C,-2147221499,6,8,ACILMOSX,34681354
CACONYMIES,10,C,-2147221499,6,9,ACEIMNOSY,68248106
CACONYMY,8,C,-2147221499,6,6,ACMNOY,67198986
CACOTROPHIES,12,C,-2147221499,6,10,ACEHIOPRST,3867434
CACTOBLASTES,12,C,-2147221499,6,8,ABCELOST,3215406
CACUMENS,8,C,-2147221499,6,7,ACEMNSU,5267498
CADAGAS,7,C,-2147221499,6,5,ACDGS,1048730
CADAGIS,7,C,-2147221499,6,6,ACDGIS,1049242
CADDISHNESSES,13,C,-2147221499,6,8,ACDEHINS,1065786
CADDYSS,7,C,-2147221499,6,5,ACDSY,68157466
CADDYSSES,9,C,-2147221499,6,6,ACDESY,68157498
CADGIER,7,C,-2147221499,6,7,ACDEGIR,524986
CADGIEST,8,C,-2147221499,6,8,ACDEGIST,3146426
CADRANSES,9,C,-2147221499,6,7,ACDENRS,1589306
CADUAC,6,C,-2147221499,6,4,ACDU,4194330
CAECITISES,10,C,-2147221499,6,6,ACEIST,3146282
CAENOGENESES,12,C,-2147221499,6,7,ACEGNOS,1130666
CAESAROPAPISMS,14,C,-2147221499,6,9,ACEIMOPRS,1778218
CAESTUSES,9,C,-2147221499,6,6,ACESTU,7340074
CAFFEINISMS,11,C,-2147221499,6,8,ACEFIMNS,1073770
CAFFEISMS,9,C,-2147221499,6,7,ACEFIMS,1057386
CAGEYNESSES,11,C,-2147221499,6,7,ACEGNSY,68173994
CAGINESSES,10,C,-2147221499,6,7,ACEGINS,1065642
CAGMAGGED,9,C,-2147221499,6,6,ACDEGM,8378
CAGMAGGING,10,C,-2147221499,6,6,ACGIMN,25226
CAGYNESS,8,C,-2147221499,6,7,ACEGNSY,68173994
CAGYNESSES,10,C,-2147221499,6,7,ACEGNSY,68173994
CAHOUNS,7,C,-2147221499,6,7,ACHNOSU,5325066
CAIMACS,7,C,-2147221499,6,5,ACIMS,1057290
CAINOGENESES,12,C,-2147221499,6,8,ACEGINOS,1131178
CAINOGENESIS,12,C,-2147221499,6,8,ACEGINOS,1131178
CAINOGENETIC,12,C,-2147221499,6,8,ACEGINOT,2179754
CAIRNIER,8,C,-2147221499,6,6,ACEINR,541226
CAIRNIEST,9,C,-2147221499,6,8,ACEINRST,3686954
CAJAPUTS,8,C,-2147221499,6,7,ACJPSTU,7472138
CAKEAGE,7,C,-2147221499,6,5,ACEGK,2218
CAKEAGES,8,C,-2147221499,6,6,ACEGKS,1050794
CAKIEST,7,C,-2147221499,6,7,ACEIKST,3148330
CAKINESSES,10,C,-2147221499,6,7,ACEIKNS,1067562
CALABOGUSES,11,C,-2147221499,6,9,ABCEGLOSU,5312686
CALABRESES,10,C,-2147221499,6,7,ABCELRS,1577006
CALALOOS,8,C,-2147221499,6,5,ACLOS,1118218
CALALUS,7,C,-2147221499,6,5,ACLSU,5246986
CALAMANDERS,11,C,-2147221499,6,9,ACDELMNRS,1601594
CALAMINING,10,C,-2147221499,6,7,ACGILMN,29322
CALAMUSES,9,C,-2147221499,6,7,ACELMSU,5255210
CALAVERITES,11,C,-2147221499,6,9,ACEILRSTV,12063274
CALCEATES,9,C,-2147221499,6,6,ACELST,3149866
CALCEATING,10,C,-2147221499,6,8,ACEGILNT,2118314
CALCEDONIOS,11,C,-2147221499,6,9,ACDEILNOS,1135162
CALCSINTERS,11,C,-2147221499,6,9,ACEILNRST,3691050
CALCTUFAS,9,C,-2147221499,6,7,ACFLSTU,7344202
CALCTUFFS,9,C,-2147221499,6,7,ACFLSTU,7344202
CALENDARISE,11,C,-2147221499,6,9,ACDEILNRS,1593914
CALENDARISES,12,C,-2147221499,6,9,ACDEILNRS,1593914
CALENDARISING,13,C,-2147221499,6,10,ACDEGILNRS,1594042
CALENDARIZES,12,C,-2147221499,6,10,ACDEILNRSZ,135811642
CALESCENCES,11,C,-2147221499,6,6,ACELNS,1069098
CALFHOODS,9,C,-2147221499,6,8,ACDFHLOS,1118554
CALFLICK,8,C,-2147221499,6,6,ACFIKL,6730
CALFLICKS,9,C,-2147221499,6,7,ACFIKLS,1055306
CALIATOURS,10,C,-2147221499,6,9,ACILORSTU,7934474
CALIDITIES,10,C,-2147221499,6,8,ACDEILST,3150394
CALIGINOSITIES,14,C,-2147221499,6,10,ACEGILNOST,3232426
CALIGOES,8,C,-2147221499,6,8,ACEGILOS,1118890
CALIMOCHOS,10,C,-2147221499,6,8,ACHILMOS,1127178
CALIOLOGIES,11,C,-2147221499,6,8,ACEGILOS,1118890
CALIPASHES,10,C,-2147221499,6,8,ACEHILPS,1184554
CALLALOOS,9,C,-2147221499,6,5,ACLOS,1118218
CALLALOUS,9,C,-2147221499,6,6,ACLOSU,5312522
CALLIATURE,10,C,-2147221499,6,8,ACEILRTU,6820394
CALLIATURES,11,C,-2147221499,6,9,ACEILRSTU,7868970
CALLIDITIES,11,C,-2147221499,6,8,ACDEILST,3150394
CALLIPASHES,11,C,-2147221499,6,8,ACEHILPS,1184554
CALLOWNESSES,12,C,-2147221499,6,8,ACELNOSW,17911850
CALLTIMES,9,C,-2147221499,6,8,ACEILMST,3158570
CALMIER,7,C,-2147221499,6,7,ACEILMR,537130
CALMIEST,8,C,-2147221499,6,8,ACEILMST,3158570
CALMSTANE,9,C,-2147221499,6,8,ACELMNST,3174442
CALMSTANES,10,C,-2147221499,6,8,ACELMNST,3174442
CALORESCENCES,13,C,-2147221499,6,8,ACELNORS,1658922
CALORICITIES,12,C,-2147221499,6,9,ACEILORST,3740202
CALORIFICATIONS,15,C,-2147221499,6,10,ACFILNORST,3756618
CALORISES,9,C,-2147221499,6,8,ACEILORS,1643050
CALUMNIABLE,11,C,-2147221499,6,9,ABCEILMNU,4223534
CALVADOSES,10,C,-2147221499,6,8,ACDELOSV,9506874
CALVERING,9,C,-2147221499,6,9,ACEGILNRV,8934058
CALYCANTHEMIES,14,C,-2147221499,6,11,ACEHILMNSTY,70284074
CALYCATE,8,C,-2147221499,6,6,ACELTY,69210154
CALYCOIDEOUS,12,C,-2147221499,6,10,ACDEILOSUY,72421946
CALYCULES,9,C,-2147221499,6,7,ACELSUY,72355882
CALYPTERAS,10,C,-2147221499,6,9,ACELPRSTY,70914090
CALYPTROGENS,12,C,-2147221499,6,12,ACEGLNOPRSTY,70996138
CAMANACHDS,10,C,-2147221499,6,7,ACDHMNS,1073434
CAMBERINGS,10,C,-2147221499,6,10,ABCEGIMNRS,1598126
CAMBISMS,8,C,-2147221499,6,6,ABCIMS,1057294
CAMBISTRIES,11,C,-2147221499,6,9,ABCEIMRST,3678766
CAMBOGES,8,C,-2147221499,6,8,ABCEGMOS,1122478
CAMBOGIAS,9,C,-2147221499,6,8,ABCGIMOS,1122958
CAMERLINGOS,11,C,-2147221499,6,11,ACEGILMNORS,1667754
CAMOGIES,8,C,-2147221499,6,8,ACEGIMOS,1122986
CAMPANOLOGER,12,C,-2147221499,6,10,ACEGLMNOPR,749738
CAMPANOLOGERS,13,C,-2147221499,6,11,ACEGLMNOPRS,1798314
CAMPANOLOGIES,13,C,-2147221499,6,11,ACEGILMNOPS,1274538
CAMPEADORS,10,C,-2147221499,6,9,ACDEMOPRS,1777722
CAMPERIES,9,C,-2147221499,6,8,ACEIMPRS,1712682
CAMPHINES,9,C,-2147221499,6,9,ACEHIMNPS,1205034
CAMPIMETRIES,12,C,-2147221499,6,9,ACEIMPRST,3809834
CAMPINESSES,11,C,-2147221499,6,8,ACEIMNPS,1204778
CAMPNESSES,10,C,-2147221499,6,7,ACEMNPS,1204266
CAMSHO,6,C,-2147221499,6,6,ACHMOS,1122570
CAMSHOCH,8,C,-2147221499,6,6,ACHMOS,1122570
CAMSTANES,9,C,-2147221499,6,7,ACEMNST,3170346
CAMSTONES,9,C,-2147221499,6,8,ACEMNOST,3235882
CAMWHORED,9,C,-2147221499,6,9,ACDEHMORW,17375546
CAMWHORES,9,C,-2147221499,6,9,ACEHMORSW,18424106
CAMWHORING,10,C,-2147221499,6,10,ACGHIMNORW,17392522
CANAIGRES,9,C,-2147221499,6,8,ACEGINRS,1589930
CANBANKS,8,C,-2147221499,6,6,ABCKNS,1067022
CANCELEERED,11,C,-2147221499,6,7,ACDELNR,544826
CANCELEERING,12,C,-2147221499,6,8,ACEGILNR,545450
CANCELIERED,11,C,-2147221499,6,8,ACDEILNR,545338
CANCELIERS,10,C,-2147221499,6,8,ACEILNRS,1593898
CANCELLARIATES,14,C,-2147221499,6,9,ACEILNRST,3691050
CANCERATES,10,C,-2147221499,6,7,ACENRST,3686442
CANCERATIONS,12,C,-2147221499,6,9,ACEINORST,3752490
CANCEROPHOBIAS,14,C,-2147221499,6,11,ABCEHINOPRS,1786670
CANCERPHOBIAS,13,C,-2147221499,6,11,ABCEHINOPRS,1786670
CANDESCENCES,12,C,-2147221499,6,6,ACDENS,1065018
CANDLEFISHES,12,C,-2147221499,6,10,ACDEFHILNS,1069946
CANEHS,6,C,-2147221499,6,6,ACEHNS,1065258
CANEPHORUSES,12,C,-2147221499,6,10,ACEHNOPRSU,5980458
CANESCENCES,11,C,-2147221499,6,5,ACENS,1065002
CANEWARES,9,C,-2147221499,6,7,ACENRSW,18366506
CANISTERISATION,15,C,-2147221499,6,9,ACEINORST,3752490
CANISTERISE,11,C,-2147221499,6,8,ACEINRST,3686954
CANISTERISED,12,C,-2147221499,6,9,ACDEINRST,3686970
CANISTERISES,12,C,-2147221499,6,8,ACEINRST,3686954
CANISTERISING,13,C,-2147221499,6,9,ACEGINRST,3687082
CANISTERIZE,11,C,-2147221499,6,9,ACEINRSTZ,137904682
CANISTERIZES,12,C,-2147221499,6,9,ACEINRSTZ,137904682
CANISTERIZING,13,C,-2147221499,6,10,ACEGINRSTZ,137904810
CANKEREDLY,10,C,-2147221499,6,9,ACDEKLNRY,67655738
CANKEREDNESSES,14,C,-2147221499,6,8,ACDEKNRS,1591354
CANKERIER,9,C,-2147221499,6,7,ACEIKNR,543274
CANKERIEST,10,C,-2147221499,6,9,ACEIKNRST,3689002
CANNABINS,9,C,-2147221499,6,6,ABCINS,1065486
CANNABISES,10,C,-2147221499,6,7,ABCEINS,1065518
CANNINESSES,11,C,-2147221499,6,6,ACEINS,1065514
CANOEWOODS,10,C,-2147221499,6,8,ACDENOSW,17907770
CANOPHILIA,10,C,-2147221499,6,8,ACHILNOP,217866
CANOPHILIAS,11,C,-2147221499,6,9,ACHILNOPS,1266442
CANOPHOBIAS,11,C,-2147221499,6,9,ABCHINOPS,1262350
CANOROUSNESSES,14,C,-2147221499,6,8,ACENORSU,5849130
CANTABANKS,10,C,-2147221499,6,7,ABCKNST,3164174
CANTALAS,8,C,-2147221499,6,6,ACLNST,3166218
CANTHAXANTHINES,15,C,-2147221499,6,9,ACEHINSTX,36717354
CANTHITISES,11,C,-2147221499,6,8,ACEHINST,3162922
CANTICOED,9,C,-2147221499,6,8,ACDEINOT,2179642
CANTICOING,10,C,-2147221499,6,7,ACGINOT,2179722
CANTICOYING,11,C,-2147221499,6,8,ACGINOTY,69288586
CANTICOYS,9,C,-2147221499,6,8,ACINOSTY,70337034
CANTICUMS,9,C,-2147221499,6,8,ACIMNSTU,7365130
CANTINESSES,11,C,-2147221499,6,7,ACEINST,3162666
CANTONISATIONS,14,C,-2147221499,6,7,ACINOST,3228170
CANTONISES,10,C,-2147221499,6,8,ACEINOST,3228202
CANTONIZATIONS,14,C,-2147221499,6,8,ACINOSTZ,137445898
CANTONIZES,10,C,-2147221499,6,9,ACEINOSTZ,137445930
CANTUSES,8,C,-2147221499,6,7,ACENSTU,7356458
CANULATES,9,C,-2147221499,6,8,ACELNSTU,7360554
CANYONINGS,10,C,-2147221499,6,8,ACGINOSY,68240010
CAPABLENESSES,13,C,-2147221499,6,8,ABCELNPS,1200174
CAPACIOUSNESSES,15,C,-2147221499,6,9,ACEINOPSU,5456426
CAPELLINES,10,C,-2147221499,6,8,ACEILNPS,1200682
CAPELLINIS,10,C,-2147221499,6,8,ACEILNPS,1200682
CAPERNOITIE,11,C,-2147221499,6,9,ACEINOPRT,2834986
CAPERNOITIES,12,C,-2147221499,6,10,ACEINOPRST,3883562
CAPEWORKS,9,C,-2147221499,6,9,ACEKOPRSW,18548778
CAPEXES,7,C,-2147221499,6,6,ACEPSX,34734122
CAPICOLLAS,10,C,-2147221499,6,7,ACILOPS,1249802
CAPICOLLOS,10,C,-2147221499,6,7,ACILOPS,1249802
CAPIZES,7,C,-2147221499,6,7,ACEIPSZ,135397930
CAPNOMANCIES,12,C,-2147221499,6,9,ACEIMNOPS,1270314
CAPOCCHIAS,10,C,-2147221499,6,7,ACHIOPS,1245962
CAPONATAS,9,C,-2147221499,6,7,ACNOPST,3358730
CAPONISES,9,C,-2147221499,6,8,ACEINOPS,1262122
CAPPERNOITIES,13,C,-2147221499,6,10,ACEINOPRST,3883562
CAPRESES,8,C,-2147221499,6,6,ACEPRS,1703978
CAPRIFICATIONS,14,C,-2147221499,6,10,ACFINOPRST,3883594
CAPRIFIES,9,C,-2147221499,6,8,ACEFIPRS,1704554
CAPRIFOLES,10,C,-2147221499,6,10,ACEFILOPRS,1774186
CAPSICINS,9,C,-2147221499,6,6,ACINPS,1196554
CAPSULISING,11,C,-2147221499,6,9,ACGILNPSU,5395082
CAPTIOUSNESSES,14,C,-2147221499,6,10,ACEINOPSTU,7553578
CAPTIVANCES,11,C,-2147221499,6,9,ACEINPSTV,11682346
CAPTIVAUNCES,12,C,-2147221499,6,10,ACEINPSTUV,15876650
CAPTOPRILS,10,C,-2147221499,6,9,ACILOPRST,3871242
CAPUCCIOS,9,C,-2147221499,6,7,ACIOPSU,5440010
CAPUERAS,8,C,-2147221499,6,7,ACEPRSU,5898282
CARAGEENS,9,C,-2147221499,6,7,ACEGNRS,1589418
CARAMBOLED,10,C,-2147221499,6,9,ABCDELMOR,602174
CARAMELISATIONS,15,C,-2147221499,6,11,ACEILMNORST,3764778
CARAMELIZATIONS,15,C,-2147221499,6,12,ACEILMNORSTZ,137982506
CARAMELLING,11,C,-2147221499,6,9,ACEGILMNR,553642
CARAVANINGS,11,C,-2147221499,6,8,ACGINRSV,9978506
CARAVANNINGS,12,C,-2147221499,6,8,ACGINRSV,9978506
CARBACHOLS,10,C,-2147221499,6,8,ABCHLORS,1642766
CARBAMIDINES,12,C,-2147221499,6,10,ABCDEIMNRS,1598014
CARBIDOPAS,10,C,-2147221499,6,9,ABCDIOPRS,1770014
CARBIMAZOLES,12,C,-2147221499,6,11,ABCEILMORSZ,135868974
CARBOLISES,10,C,-2147221499,6,9,ABCEILORS,1643054
CARBORAS,8,C,-2147221499,6,6,ABCORS,1638414
CARBOREXIC,10,C,-2147221499,6,8,ABCEIORX,34144814
CARBOREXICS,11,C,-2147221499,6,9,ABCEIORSX,35193390
CARBOYED,8,C,-2147221499,6,8,ABCDEORY,67698750
CARCAKE,7,C,-2147221499,6,5,ACEKR,526378
CARCINOLOGIES,13,C,-2147221499,6,10,ACEGILNORS,1659562
CARDBOARDIER,12,C,-2147221499,6,8,ABCDEIOR,590398
CARDBOARDIEST,13,C,-2147221499,6,10,ABCDEIORST,3736126
CARDIALGIES,11,C,-2147221499,6,9,ACDEGILRS,1577658
CARDIOCENTESES,14,C,-2147221499,6,10,ACDEINORST,3752506
CARDIOPLEGIAS,13,C,-2147221499,6,11,ACDEGILOPRS,1774266
CARDITISES,10,C,-2147221499,6,8,ACDEIRST,3670586
CARDSHARPINGS,13,C,-2147221499,6,10,ACDGHINPRS,1721242
